id,titlu,categorie,status,functionalitate_iconta,posibil_duplicat_sens
GH-00316,Micro pentru firmele cu mai multe puncte de lucru,micro,candidat,,nu
GH-00317,Micro și activitatea prin sucursale în 2026,micro,candidat,,nu
GH-00318,SRL străin în România și impozitul micro,micro,candidat,,nu
GH-00319,Firmă nerezidentă cu sediu permanent: micro sau profit,micro,candidat,,nu
GH-00320,Micro pentru firmele start-up 2026,micro,candidat,,nu
GH-00321,Micro după prima notificare de la ONRC,infiintare,candidat,,nu
GH-00322,Impozit micro în primul an de activitate: reguli speciale,micro,candidat,,nu
GH-00323,Prima declarație de impozit micro: cum o fac din 2026,micro,candidat,,nu
GH-00324,Termenul de înregistrare ca plătitor de micro la înființare,infiintare,candidat,,nu
GH-00325,Cum completez D010 pentru opțiunea micro,micro,candidat,,nu
GH-00326,Opțiunea pentru micro la înregistrarea firmei,micro,candidat,,nu
GH-00327,Când trebuie depusă opțiunea pentru micro 2026,micro,candidat,,nu
GH-00328,Micro 2026: opțiunea se face anual sau o singură dată,micro,candidat,,nu
GH-00329,Fixarea regimului micro pentru anul 2026 la firme existente,micro,candidat,,nu
GH-00330,Pot alege micro în 2026 dacă anul trecut am fost pe profit,micro,candidat,,nu
GH-00331,Revenirea la micro după ce am fost pe profit: condiții,micro,candidat,,nu
GH-00332,Micro pentru societățile care au fost în inactivitate,micro,candidat,,nu
GH-00333,Reactivarea firmei și regimul micro 2026,micro,candidat,,nu
GH-00334,Micro și plafonul la firmele care facturează într-un singur trimestru,micro,candidat,,nu
GH-00335,Plafonul micro la firmele cu venituri lunare fluctuante,micro,candidat,,nu
GH-00336,Cum se calculează veniturile pentru micro la firmele cu avansuri,micro,candidat,,nu
GH-00337,Avansurile încasate intră în plafonul micro,micro,candidat,,nu
GH-00338,"Micro cu facturi emise în decembrie, încasate în ianuarie",micro,candidat,,nu
GH-00339,Principiul încasării vs angajamentului la plafonul micro,micro,candidat,,nu
GH-00340,Cum influențează stornările calculul plafonului micro,micro,candidat,,nu
GH-00341,Facturile anulate ca micro: intră în plafon,micro,candidat,,nu
GH-00342,Micro pentru firmele cu contracte pe termen lung,micro,candidat,,nu
GH-00343,Venituri recunoscute pe etape la firmă micro,micro,candidat,,nu
GH-00344,Micro la firmele care lucrează cu client final persoană fizică,micro,candidat,,nu
GH-00345,Microul și bonurile fiscale: cum se cumulează veniturile,altele,candidat,,nu
GH-00346,Micro pentru baruri și restaurante: plafon și TVA,tva,candidat,,nu
GH-00347,Micro pentru firmă care plătește redevențe,micro,candidat,,nu
GH-00348,Impozit micro la firmele cu patent fiscal,micro,candidat,,nu
GH-00349,Ce se întâmplă cu impozitul micro la cesiunea firmei,micro,candidat,,nu
GH-00350,Micro la fuziunea a două SRL-uri în 2026,micro,candidat,,nu
GH-00351,Divizarea firmei și păstrarea regimului micro,micro,candidat,,nu
GH-00352,Micro după schimbarea asociaților în 2026,infiintare,candidat,,nu
GH-00353,Transferul părților sociale și regimul micro,micro,candidat,,nu
GH-00354,Micro pentru SRL cu asociați nerezidenți,infiintare,candidat,,nu
GH-00355,Condiția de independență la firmă micro 2026,micro,candidat,,nu
GH-00356,Micro la firmele legate între ele: limita plafonului,micro,candidat,,nu
GH-00357,Plafonul micro la grupele de firme afiliate,micro,candidat,,nu
GH-00358,Cum se calculează veniturile pentru micro la firmele din grup,micro,candidat,,nu
GH-00359,Micro pentru firmele sub 25% deținute de stat,micro,candidat,,nu
GH-00360,Micro și firmele cu capital de risc,micro,candidat,,nu
GH-00361,Regimul micro pentru incubatoarele de afaceri,micro,candidat,,nu
GH-00362,Micro pentru ONG-uri și asociații: se poate,infiintare,candidat,,nu
GH-00363,Fundație cu activitate economică și impozitul micro,micro,candidat,,nu
GH-00364,Micro pentru cooperativele meșteșugărești,micro,candidat,,nu
GH-00365,Micro la cabinetele medicale organizate ca SRL,micro,candidat,,nu
GH-00366,Micro pentru birourile notariale organizate ca societate,micro,candidat,,nu
GH-00367,Micro pentru firmele de avocatură organizate ca SRL,micro,candidat,,nu
GH-00368,Micro pentru contabili organizați ca firmă,micro,candidat,,nu
GH-00369,Impozit micro la firmele care fac consultantă,micro,candidat,,da
GH-00370,Micro pentru firmele care prestează servicii de curățenie,micro,candidat,,nu
GH-00371,Micro pentru firmele cu activitate de transport,micro,candidat,,nu
GH-00372,Micro la firmele de construcții cu lucrări în străinătate,industrii,candidat,,nu
GH-00373,Micro pentru agențiile de turism 2026,micro,candidat,,nu
GH-00374,Micro pentru firmele de e-commerce,micro,candidat,,nu
GH-00375,Micro pentru firmele care vând pe platforme online,micro,candidat,,nu
GH-00376,Micro la firmele cu venituri din publicitate online,micro,candidat,,nu
GH-00377,Micro pentru firmele care închiriază echipamente,micro,candidat,,nu
GH-00378,Micro pentru societățile de închirieri imobiliare,micro,candidat,,nu
GH-00379,Plafonul micro la firmele cu venituri exclusiv din chirii,micro,candidat,,nu
GH-00380,Micro pentru firmele de factoring,micro,candidat,,nu
GH-00381,Micro pentru IFN și regimul de impozitare,micro,candidat,,nu
GH-00382,Micro la firmele cu activitate de leasing,micro,candidat,,nu
GH-00383,Micro pentru firmele care obțin venituri din jocuri de noroc,micro,candidat,,nu
GH-00384,Micro la firmele cu activitate agricolă 2026,micro,candidat,,nu
GH-00385,Micro pentru exploatațiile agricole organizate ca SRL,micro,candidat,,nu
GH-00386,Micro la firmele cu venituri din silvicultură,micro,candidat,,nu
GH-00387,Cum se calculează micro la firmele cu venituri mixte,micro,candidat,,nu
GH-00388,Micro pentru firmele care primesc subvenții APIA,micro,candidat,,nu
GH-00389,Venituri PNRR la firmă micro: tratament fiscal,micro,candidat,,nu
GH-00390,Micro la firmele care aplică scutirea pe cercetare,micro,candidat,,nu
GH-00391,Micro și brevetul de invenție: ce se aplică,micro,candidat,,nu
GH-00392,Scutiri și facilități pentru micro în 2026,micro,candidat,,nu
GH-00393,Micro pentru firmele care investesc în utilaje: se aplică 1%,micro,candidat,,nu
GH-00394,Impozit micro și amortizarea: se deduce,mijloace_fixe,candidat,,nu
GH-00395,Cheltuielile nedeductibile la firmă micro,micro,candidat,,nu
GH-00396,Cum se ține contabilitatea pentru o firmă micro,micro,candidat,,nu
GH-00397,Balanta și impozitul micro: cum îl calculez,micro,candidat,,da
GH-00398,Cum închid anul fiscal o firmă micro,micro,candidat,,nu
GH-00399,Chitanța de plată a impozitului micro: cum arată,micro,candidat,,nu
GH-00400,Ordinul de plată pentru impozitul micro: cum îl fac,micro,candidat,,nu
GH-00401,Plata impozitului micro prin trezorerie în 2026,micro,candidat,,nu
GH-00402,Codul bugetar pentru impozitul micro: cum îl caut,micro,candidat,,nu
GH-00403,Cum recunosc în contabilitate impozitul micro trimestrial,micro,candidat,,nu
GH-00404,Înregistrarea contabilă a impozitului micro: monografia,micro,candidat,,nu
GH-00405,Diferente de curs în calculul plafonului micro,micro,candidat,,da
GH-00406,Cum verific dacă am depășit plafonul micro în timp real,micro,candidat,,nu
GH-00407,Alertă de plafon micro: cum îl monitorizez,micro,candidat,,nu
GH-00408,Raport de plafon micro: cum îl fac lunar,micro,candidat,,nu
GH-00409,Cum să nu ratez ieșirea din micro la depășirea plafonului,micro,candidat,,nu
GH-00410,Eroare frecventă: plafonul micro calculat pe venituri contabile,micro,candidat,,nu
GH-00411,Confuzie frecventă între plafonul micro și plafonul de TVA,tva,candidat,,nu
GH-00412,Micro și impozitul minim pe cifra de afaceri: se confundă,micro,candidat,,nu
GH-00413,Micro vs impozit forfetar: care se aplică în 2026,micro,candidat,,nu
GH-00414,Nu confunda impozitul micro cu impozitul de 3% pe venituri,micro,candidat,,nu
GH-00415,Cine plătește 3% pe venituri în 2026 vs micro 1%,micro,candidat,,nu
GH-00416,Impozit micro pentru organizarea de evenimente,micro,candidat,,nu
GH-00417,Micro la firmele care fac sponsorizare de imagine,profit,candidat,,nu
GH-00418,Cum se tratează discounturile comerciale la plafonul micro,micro,candidat,,nu
GH-00419,Micro la firmele cu vânzări prin consignație,micro,candidat,,nu
GH-00420,Venituri din comision ca micro: cum se calculează,micro,candidat,,nu
GH-00421,Micro pentru agenții de publicitate 2026,micro,candidat,,nu
GH-00422,Cum raportez ieșirea din micro la finalul anului,micro,candidat,,nu
GH-00423,Ce documente pregătesc pentru ieșirea din regimul micro,micro,candidat,,nu
GH-00424,Notă de fundamentare pentru trecerea de la micro la profit,micro,candidat,,nu
GH-00425,Consultare cu contabilul: micro sau profit în 2026,micro,candidat,,nu
GH-00426,Cea mai bună metodă de a ieși din micro la timp,micro,candidat,,nu
GH-00427,Cum anunț clienții de schimbarea regimului fiscal,altele,candidat,,nu
GH-00428,Implicații bancare la ieșirea din micro,micro,candidat,,nu
GH-00429,Micro și scorul de credit al firmei: se schimbă ceva,micro,candidat,,nu
GH-00430,Ieșirea din micro afectează accesul la finanțare,micro,candidat,,nu
GH-00431,Micro pentru firmele care cotizează la fondul de șomaj,micro,candidat,,nu
GH-00432,Micro și CAS-ul administratorului: obligații 2026,infiintare,candidat,,nu
GH-00433,Micro cu salariați part-time: condiția de salariat,salarizare,candidat,,nu
GH-00434,Cum număr contractele de muncă pentru micro în 2026,micro,candidat,,nu
GH-00435,Micro la firmele cu salariați în șomaj tehnic,salarizare,candidat,,nu
GH-00436,Cum afectează concediul medical condiția micro,salarizare,candidat,,nu
GH-00437,Micro cu un salariat cu normă întreagă: de ajuns,salarizare,candidat,,nu
GH-00438,Standard de salariu minim pentru micro în 2026,salarizare,candidat,,nu
GH-00439,Micro și plafonul de venituri la firmele nou angajate,micro,candidat,,nu
GH-00440,Cum se tratează luna de concediu în condiția de salariat micro,salarizare,candidat,,nu
GH-00441,Micro la firmele care externalizează salarizarea,salarizare,candidat,,nu
GH-00442,Cum verific în SPV că ANAF mă consideră micro,spv,candidat,,nu
GH-00443,Vizualizarea situației micro în SPV 2026,spv,candidat,,nu
GH-00444,Interogare ANAF: apar ca plătitor de micro,micro,candidat,,nu
GH-00445,Registrul plătitorilor micro: verificare 2026,micro,candidat,,nu
GH-00446,Cum contest o încadrare greșită ca neplătitor de micro,micro,candidat,,nu
GH-00447,Divergență între evidența mea și ANAF la micro,micro,candidat,,nu
GH-00448,Cum obțin confirmarea regimului micro de la ANAF,micro,candidat,,nu
GH-00449,Impozit pe profit 16% în 2026: cine îl datorează obligatoriu,profit,candidat,,nu
GH-00450,Cum trec de la impozit micro la impozit pe profit în 2026,profit,candidat,,nu
GH-00451,Din ce moment devin plătitor de impozit pe profit după ieșirea din micro,profit,candidat,,nu
GH-00452,SRL pe profit 2026: cum calculez impozitul de 16%,altele,candidat,,da
GH-00453,Baza de impozitare a impozitului pe profit: profit contabil sau fiscal,profit,candidat,,nu
GH-00454,Cum se determină rezultatul fiscal la sfârșit de an 2026,altele,candidat,,nu
GH-00455,D101 pe profit 2026: termenul de depunere și de plată,profit,candidat,,nu
GH-00456,Cum completez declarația 101 pentru impozitul pe profit,profit,candidat,,nu
GH-00457,D101 rectificativă: cum corectez impozitul pe profit declarat greșit,profit,candidat,,nu
GH-00458,Termenul de plată a impozitului pe profit în 2026,profit,candidat,,da
GH-00459,Impozit pe profit neplătit la termen: dobânzi și penalități 2026,profit,candidat,,nu
GH-00460,Plata impozitului pe profit în rate: e posibil la ANAF,profit,candidat,,nu
GH-00461,Cum se face plata impozitului pe profit la bugetul de stat,profit,candidat,,nu
GH-00462,Codul bugetar pentru impozitul pe profit: cum îl găsesc,profit,candidat,,nu
GH-00463,Sistemul de declarare trimestrială a impozitului pe profit: condiții 2026,profit,candidat,,nu
GH-00464,Declarația 100 pentru impozitul pe profit trimestrial: cum se depune,profit,candidat,,da
GH-00465,Cum se face regularizarea impozitului pe profit la finalul anului,profit,candidat,,nu
GH-00466,Impozit pe profit anticipat: cum se calculează plățile anticipate,profit,candidat,,nu
GH-00467,Cum optez pentru impozit pe profit anual vs trimestrial,profit,candidat,,nu
GH-00468,Revenirea la plățile anticipate trimestriale de impozit pe profit,profit,candidat,,nu
GH-00469,Cheltuieli deductibile 2026: lista completă pentru firme pe profit,altele,candidat,,nu
GH-00470,Cheltuieli nedeductibile 2026: ce nu se scade din impozitul pe profit,profit,candidat,,nu
GH-00471,Cheltuieli cu deductibilitate limitată: plafoane 2026,altele,candidat,,nu
GH-00472,Cheltuieli cu protocol: cât e deductibil la impozitul pe profit 2026,profit,candidat,,nu
GH-00473,Cheltuieli cu sponsorizarea: cum se deduce din impozitul pe profit,profit,candidat,,nu
GH-00474,Cum se calculează plafonul de sponsorizare 2026 pentru profit,profit,candidat,,nu
GH-00475,Cheltuieli cu autoturismele: deductibilitate limitată 2026,altele,candidat,,nu
GH-00476,Amortizarea autoturismului: cum se deduce la impozitul pe profit,profit,candidat,,nu
GH-00477,Cheltuieli cu combustibilul pentru mașină de firmă: deductibile sau nu,altele,candidat,,nu
GH-00478,Cheltuieli cu diurna: cât e deductibilă în 2026,salarizare,candidat,,nu
GH-00479,Cheltuieli cu chiria plătită unei persoane fizice: obligații fiscale,altele,candidat,,nu
GH-00480,Impozitul pe venitul din chirii plătit de firmă: cum se reține,altele,candidat,,nu
GH-00481,Cheltuieli cu mărfuri lipsă la inventar: deductibile sau nu,altele,candidat,,nu
GH-00482,Cum tratez cheltuielile cu amenzile la impozitul pe profit,profit,candidat,,nu
GH-00483,Cheltuieli cu penalitățile de întârziere: nedeductibile la profit,altele,candidat,,nu
GH-00484,Dobânzile la credite: deductibile la impozitul pe profit,profit,candidat,,nu
GH-00485,Limitarea deductibilității dobânzilor: reguli 2026,altele,candidat,,nu
GH-00486,Diferențe de curs valutar: tratament fiscal la impozitul pe profit,profit,candidat,,nu
GH-00487,Cheltuieli cu provizioanele: deductibile în 2026,altele,candidat,,nu
GH-00488,Ajustări pentru depreciere: regim fiscal la firmă pe profit,altele,candidat,,nu
GH-00489,Cheltuieli cu activele în construcție: deducerea la impozit,industrii,candidat,,nu
GH-00490,Cheltuieli cu reparațiile capitale vs întreținere: tratament fiscal,altele,candidat,,nu
GH-00491,Cum tratez cheltuielile cu TVA nedeductibil,tva,candidat,,nu
GH-00492,Cheltuieli cu cadourile de protocol ca client: deductibilitate 2026,profit,candidat,,nu
GH-00493,Cheltuieli cu formarea profesională a angajaților: deductibile,altele,candidat,,nu
GH-00494,Cheltuieli cu salariile și contribuțiile: deductibilitate integrală,salarizare,candidat,,nu
GH-00495,Cum se deduc tichetele de masă la impozitul pe profit,profit,candidat,,nu
GH-00496,Cheltuieli cu abonamentele sportive: deductibilitate 2026,altele,candidat,,nu
GH-00497,Cheltuieli cu asigurările de sănătate private: deductibile,altele,candidat,,nu
GH-00498,Amortizare 2026: ce este amortizarea fiscală a mijloacelor fixe,mijloace_fixe,candidat,,nu
GH-00499,"Cum se calculează amortizarea fiscală liniară, degresivă și accelerată",mijloace_fixe,candidat,,nu
GH-00500,Catalogul mijloacelor fixe: durate normale de amortizare 2026,mijloace_fixe,candidat,,nu
GH-00501,Amortizarea clădirilor: regim fiscal și durată,mijloace_fixe,candidat,,da
GH-00502,Amortizarea echipamentelor de calcul: durată și deducere,mijloace_fixe,candidat,,nu
